id,year,fname,ftype,license,agerange,city,county,subregion,zip,center_based,capacity,enroll,enroll_1yr,enroll_2yr,enroll_3yr,enroll_4yr,enroll_5yr,QRIS_rating,QRIS_points,QRIS_edu_score,QRIS_pgm_score,QRIS_qual_pt,QRIS_ERS,p_pov,p_black,p_hisp,med_income
24000104,2008,LITTLE BLESSINGS PRESCHOOL,Religious sponsored,Notice of Compliance,0-12,Cerro Gordo,Columbus,Columbus,28430,yes,76,53,6,12,10,11,4,No rating,,,,,,33.6,0.162902117,0.063655034,35455
24000105,2009,SUGAR-BERRY DAY CARE HOME,Independent,Star Rated,0-12,Chadbourn,Columbus,Columbus,28431,no,8,3,0,1,2,0,0,3 stars,7,4,2,Yes,0,35.2,0.358867079,0.014805279,31201
24000105,2007,SUGAR-BERRY DAY CARE HOME,Independent,Star Rated,0-12,Chadbourn,Columbus,Columbus,28431,no,8,5,0,2,2,0,0,3 stars,,,,,,35.2,0.358867079,0.014805279,31201
24000105,2010,SUGAR-BERRY DAY CARE HOME,Independent,Star Rated,0-12,Chadbourn,Columbus,Columbus,28431,no,8,3,0,1,2,0,0,3 stars,7,4,2,Yes,0,35.2,0.358867079,0.014805279,31201
24000105,2008,SUGAR-BERRY DAY CARE HOME,Independent,Star Rated,0-12,Chadbourn,Columbus,Columbus,28431,no,8,5,0,2,2,0,0,3 stars,,,,,,35.2,0.358867079,0.014805279,31201
24000106,2007,WILLIAMS LEARNING CENTER,Independent,Star Rated,3-12,,Columbus,,,yes,19,9,0,0,0,1,0,2 stars,,,,,,,,,
24000107,2012,TINA'S TINY TOTS CHILD CARE,Independent,Star Rated,0-12,Clarkton,Columbus,Columbus,28433,no,8,6,0,0,0,0,0,4 stars,10,7,2,Yes,0,21,0.432489008,0.010048147,29119
24000107,2010,TINA'S TINY TOTS CHILD CARE,Independent,Star Rated,0-12,Clarkton,Columbus,Columbus,28433,no,8,6,0,0,0,0,0,4 stars,10,7,2,Yes,0,21,0.432489008,0.010048147,29119
24000107,2014,TINA'S TINY TOTS CHILD CARE,Independent,Star Rated,0-12,Clarkton,Columbus,Columbus,28433,no,8,4,1,0,0,0,0,4 stars,10,7,2,Yes,0,21,0.432489008,0.010048147,29119
24000107,2011,TINA'S TINY TOTS CHILD CARE,Independent,Star Rated,0-12,Clarkton,Columbus,Columbus,28433,no,8,6,0,0,0,0,0,4 stars,10,7,2,Yes,0,21,0.432489008,0.010048147,29119
24000107,2013,TINA'S TINY TOTS CHILD CARE,Independent,Star Rated,0-12,Clarkton,Columbus,Columbus,28433,no,8,4,1,0,0,0,0,4 stars,10,7,2,Yes,0,21,0.432489008,0.010048147,29119
24000107,2008,TINA'S TINY TOTS CHILD CARE,Independent,Star Rated,0-12,Clarkton,Columbus,Columbus,28433,no,8,6,0,0,0,1,1,3 stars,,,,,,21,0.432489008,0.010048147,29119
24000107,2007,TINA'S TINY TOTS CHILD CARE,Independent,Star Rated,0-12,Clarkton,Columbus,Columbus,28433,no,8,8,0,0,2,1,1,3 stars,,,,,,21,0.432489008,0.010048147,29119
24000107,2009,TINA'S TINY TOTS CHILD CARE,Independent,Star Rated,0-12,Clarkton,Columbus,Columbus,28433,no,8,6,0,0,0,0,0,4 stars,10,7,2,Yes,0,21,0.432489008,0.010048147,29119
24000108,2012,"PRECIOUS MINDS CHILD CARE, INC.",Independent,Star Rated,0-12,Cerro Gordo,Columbus,Columbus,28430,yes,50,42,2,5,7,5,1,3 stars,9,4,4,Yes,4.505000114,33.6,0.162902117,0.063655034,35455
24000108,2014,"PRECIOUS MINDS CHILD CARE, INC.",Independent,Star Rated,0-12,Cerro Gordo,Columbus,Columbus,28430,yes,50,37,2,4,5,4,1,4 stars,10,5,4,Yes,4.699999809,33.6,0.162902117,0.063655034,35455
24000108,2010,"PRECIOUS MINDS CHILD CARE, INC.",Independent,Star Rated,0-12,Cerro Gordo,Columbus,Columbus,28430,yes,50,37,3,4,5,7,0,3 stars,9,4,4,Yes,4.505000114,33.6,0.162902117,0.063655034,35455
24000108,2008,"PRECIOUS MINDS CHILD CARE, INC.",Independent,Star Rated,0-12,Cerro Gordo,Columbus,Columbus,28430,yes,50,32,5,3,6,6,9,4 stars,,,,,4.550000191,33.6,0.162902117,0.063655034,35455
24000108,2013,"PRECIOUS MINDS CHILD CARE, INC.",Independent,Star Rated,0-12,Cerro Gordo,Columbus,Columbus,28430,yes,50,37,2,4,5,4,1,4 stars,10,5,4,Yes,4.699999809,33.6,0.162902117,0.063655034,35455
24000108,2007,"PRECIOUS MINDS CHILD CARE, INC.",Independent,Star Rated,0-12,Cerro Gordo,Columbus,Columbus,28430,yes,50,43,0,7,8,2,3,4 stars,,,,,4.550000191,33.6,0.162902117,0.063655034,35455
24000108,2009,"PRECIOUS MINDS CHILD CARE, INC.",Independent,Star Rated,0-12,Cerro Gordo,Columbus,Columbus,28430,yes,50,24,1,8,5,10,0,2 stars,5,3,2,No,4.039999962,33.6,0.162902117,0.063655034,35455
24000108,2011,"PRECIOUS MINDS CHILD CARE, INC.",Independent,Star Rated,0-12,Cerro Gordo,Columbus,Columbus,28430,yes,50,43,3,6,7,2,8,3 stars,9,4,4,Yes,4.505000114,33.6,0.162902117,0.063655034,35455
24000109,2009,NINOS MIGRANT HEAD START CENTER,Head Start,Star Rated,0-5,Whiteville,Columbus,Columbus,28472,yes,84,41,13,10,4,6,2,4 stars,10,4,5,Yes,4.815000057,39.2,0.311441392,0.077112384,33813
24000109,2008,NINOS MIGRANT HEAD START CENTER,Head Start,Star Rated,0-5,Whiteville,Columbus,Columbus,28472,yes,84,50,8,12,13,10,1,4 stars,,,,,4.815000057,39.2,0.311441392,0.077112384,33813
24000109,2011,NINOS MIGRANT HEAD START CENTER,Head Start,Star Rated,0-5,Whiteville,Columbus,Columbus,28472,yes,84,54,23,8,13,2,0,5 stars,14,6,7,Yes,5.329999924,39.2,0.311441392,0.077112384,33813
24000109,2014,NINOS MIGRANT HEAD START CENTER,Head Start,Star Rated,0-5,Whiteville,Columbus,Columbus,28472,yes,84,19,3,0,4,4,1,5 stars,14,6,7,Yes,5.329999924,39.2,0.311441392,0.077112384,33813
24000109,2012,NINOS MIGRANT HEAD START CENTER,Head Start,Star Rated,0-5,Whiteville,Columbus,Columbus,28472,yes,84,76,15,14,18,12,8,5 stars,14,6,7,Yes,5.329999924,39.2,0.311441392,0.077112384,33813
24000109,2013,NINOS MIGRANT HEAD START CENTER,Head Start,Star Rated,0-5,Whiteville,Columbus,Columbus,28472,yes,84,19,3,0,4,4,1,5 stars,14,6,7,Yes,5.329999924,39.2,0.311441392,0.077112384,33813
24000109,2007,NINOS MIGRANT HEAD START CENTER,Head Start,Star Rated,0-5,Whiteville,Columbus,Columbus,28472,yes,84,70,6,11,27,19,1,3 stars,,,,,4.815000057,39.2,0.311441392,0.077112384,33813
24000110,2012,EVERGREEN ELEMENTARY MORE AT FOUR,Local public school,Star Rated,3-5,Evergreen,Columbus,Columbus,28438,yes,18,16,0,0,0,6,10,5 stars,13,5,7,Yes,5.489999771,33,0.192763567,0.002495321,35323
24000110,2011,EVERGREEN ELEMENTARY MORE AT FOUR,Local public school,Star Rated,3-5,Evergreen,Columbus,Columbus,28438,yes,18,18,0,0,0,6,12,4 stars,11,7,3,Yes,4.360000134,33,0.192763567,0.002495321,35323
24000110,2007,EVERGREEN ELEMENTARY MORE AT FOUR,Local public school,Star Rated,3-5,Evergreen,Columbus,Columbus,28438,yes,18,18,0,0,0,10,8,5 stars,,,,,4.760000229,33,0.192763567,0.002495321,35323
24000110,2008,EVERGREEN ELEMENTARY MORE AT FOUR,Local public school,Star Rated,3-5,Evergreen,Columbus,Columbus,28438,yes,18,18,0,0,0,14,4,5 stars,,,,,4.760000229,33,0.192763567,0.002495321,35323
24000110,2010,EVERGREEN ELEMENTARY MORE AT FOUR,Local public school,Star Rated,3-5,Evergreen,Columbus,Columbus,28438,yes,18,16,0,0,0,6,10,4 stars,11,7,3,Yes,4.360000134,33,0.192763567,0.002495321,35323
24000110,2009,EVERGREEN ELEMENTARY MORE AT FOUR,Local public school,Star Rated,3-5,Evergreen,Columbus,Columbus,28438,yes,18,16,0,0,0,8,8,4 stars,11,7,3,Yes,4.360000134,33,0.192763567,0.002495321,35323
24000110,2013,EVERGREEN ELEMENTARY PRE-K,Local public school,Star Rated,3-5,Evergreen,Columbus,Columbus,28438,yes,18,16,0,0,0,14,2,5 stars,13,5,7,Yes,5.489999771,33,0.192763567,0.002495321,35323
24000110,2014,EVERGREEN ELEMENTARY PRE-K,Local public school,Star Rated,3-5,Evergreen,Columbus,Columbus,28438,yes,18,18,0,0,1,13,4,5 stars,13,5,7,Yes,5.489999771,33,0.192763567,0.002495321,35323
24000111,2014,WHITEVILLE PRIMARY SCHOOL PRESCHOOL,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,75,70,0,0,3,20,47,5 stars,15,7,7,Yes,5.364999771,39.2,0.311441392,0.077112384,33813
24000111,2007,WHITEVILLE PRIMARY SCHOOL PRESCHOOL,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,75,61,0,0,4,57,0,5 stars,,,,,5.054999828,39.2,0.311441392,0.077112384,33813
24000111,2010,WHITEVILLE PRIMARY SCHOOL PRESCHOOL,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,75,60,0,0,16,30,14,5 stars,15,7,7,Yes,5.119999886,39.2,0.311441392,0.077112384,33813
24000111,2009,WHITEVILLE PRIMARY SCHOOL PRESCHOOL,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,75,69,0,0,6,44,19,5 stars,15,7,7,Yes,5.119999886,39.2,0.311441392,0.077112384,33813
24000111,2013,WHITEVILLE PRIMARY SCHOOL PRESCHOOL,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,75,68,0,0,4,25,39,5 stars,15,7,7,Yes,5.364999771,39.2,0.311441392,0.077112384,33813
24000111,2008,WHITEVILLE PRIMARY SCHOOL PRESCHOOL,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,75,71,0,0,6,48,17,5 stars,,,,,5.119999886,39.2,0.311441392,0.077112384,33813
24000111,2011,WHITEVILLE PRIMARY SCHOOL PRESCHOOL,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,75,54,0,0,6,28,20,5 stars,15,7,7,Yes,5.320000172,39.2,0.311441392,0.077112384,33813
24000111,2012,WHITEVILLE PRIMARY SCHOOL PRESCHOOL,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,75,64,0,0,4,27,33,5 stars,15,7,7,Yes,5.320000172,39.2,0.311441392,0.077112384,33813
24000113,2007,KUDDLES HOME DAY CARE,Independent,Star Rated,0-12,,Columbus,,,no,5,1,0,0,1,0,0,1 star,,,,,,,,,
24000114,2009,HALLSBORO/ARTESIA ELEMENTARY MAF,Local public school,Star Rated,3-5,Hallsboro,Columbus,Columbus,28442,yes,36,36,0,0,0,28,8,5 stars,15,7,7,Yes,5.21999979,44.3,0.36473754,0,37432
24000114,2010,HALLSBORO/ARTESIA ELEMENTARY MAF,Local public school,Star Rated,3-5,Hallsboro,Columbus,Columbus,28442,yes,36,36,0,0,0,30,6,4 stars,11,7,3,Yes,4.460000038,44.3,0.36473754,0,37432
24000114,2011,HALLSBORO/ARTESIA ELEMENTARY MAF,Local public school,Star Rated,3-5,Hallsboro,Columbus,Columbus,28442,yes,36,36,0,0,0,24,12,4 stars,11,7,3,Yes,4.460000038,44.3,0.36473754,0,37432
24000114,2014,HALLSBORO/ARTESIA ELEMENTARY PRE-K,Local public school,Star Rated,3-5,Hallsboro,Columbus,Columbus,28442,yes,54,49,0,0,4,32,13,5 stars,15,7,7,Yes,5.050000191,44.3,0.36473754,0,37432
24000114,2008,HALLSBORO/ARTESIA ELEMENTARY MAF,Local public school,Star Rated,3-5,Hallsboro,Columbus,Columbus,28442,yes,36,36,0,0,0,23,13,5 stars,,,,,5.21999979,44.3,0.36473754,0,37432
24000114,2013,HALLSBORO/ARTESIA ELEMENTARY PRE-K,Local public school,Star Rated,3-5,Hallsboro,Columbus,Columbus,28442,yes,54,49,0,0,4,32,13,5 stars,15,7,7,Yes,5.050000191,44.3,0.36473754,0,37432
24000114,2012,HALLSBORO/ARTESIA ELEMENTARY MAF,Local public school,Star Rated,3-5,Hallsboro,Columbus,Columbus,28442,yes,36,36,0,0,0,27,9,4 stars,11,7,3,Yes,4.460000038,44.3,0.36473754,0,37432
24000114,2007,HALLSBORO/ARTESIA ELEMENTARY MAF,Local public school,Star Rated,3-5,Hallsboro,Columbus,Columbus,28442,yes,36,36,0,0,0,13,23,5 stars,,,,,5.21999979,44.3,0.36473754,0,37432
24000115,2013,CERRO GORDO ELEMENTARY PRESCHOOL,Local public school,Star Rated,3-5,Cerro Gordo,Columbus,Columbus,28430,yes,41,19,0,0,5,14,0,5 stars,15,7,7,Yes,5,33.6,0.162902117,0.063655034,35455
24000115,2014,CERRO GORDO ELEMENTARY PRESCHOOL,Local public school,Star Rated,3-5,Cerro Gordo,Columbus,Columbus,28430,yes,41,19,0,0,5,14,0,5 stars,15,7,7,Yes,5,33.6,0.162902117,0.063655034,35455
24000115,2009,CERRO GORDO ELEMENTARY PRESCHOOL,Local public school,Star Rated,3-5,Cerro Gordo,Columbus,Columbus,28430,yes,41,28,0,0,4,17,7,5 stars,15,7,7,Yes,5.159999847,33.6,0.162902117,0.063655034,35455
24000115,2012,CERRO GORDO ELEMENTARY PRESCHOOL,Local public school,Star Rated,3-5,Cerro Gordo,Columbus,Columbus,28430,yes,41,18,0,0,0,14,4,5 stars,15,7,7,Yes,5,33.6,0.162902117,0.063655034,35455
24000115,2011,CERRO GORDO ELEMENTARY PRESCHOOL,Local public school,Star Rated,3-5,Cerro Gordo,Columbus,Columbus,28430,yes,41,17,0,0,0,13,4,5 stars,15,7,7,Yes,5.159999847,33.6,0.162902117,0.063655034,35455
24000115,2010,CERRO GORDO ELEMENTARY PRESCHOOL,Local public school,Star Rated,3-5,Cerro Gordo,Columbus,Columbus,28430,yes,41,27,0,0,0,27,0,5 stars,15,7,7,Yes,5.159999847,33.6,0.162902117,0.063655034,35455
24000115,2008,CERRO GORDO ELEMENTARY PRESCHOOL,Local public school,Star Rated,3-5,Cerro Gordo,Columbus,Columbus,28430,yes,20,26,0,0,4,22,0,4 stars,,,,,4.510000229,33.6,0.162902117,0.063655034,35455
24000115,2007,CERRO GORDO ELEMENTARY PRESCHOOL,Local public school,Star Rated,3-5,Cerro Gordo,Columbus,Columbus,28430,yes,20,22,0,0,4,16,2,4 stars,,,,,4.510000229,33.6,0.162902117,0.063655034,35455
24000117,2009,WILLIAMS TOWNSHIP PRE-K,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,47,37,0,0,5,19,13,5 stars,15,7,7,Yes,5.349999905,39.2,0.311441392,0.077112384,33813
24000117,2014,WILLIAMS TOWNSHIP PRE-K,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,47,39,0,0,7,16,16,5 stars,15,7,7,Yes,5.510000229,39.2,0.311441392,0.077112384,33813
24000117,2011,WILLIAMS TOWNSHIP PRE-K,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,47,35,0,0,4,28,3,5 stars,15,7,7,Yes,5.949999809,39.2,0.311441392,0.077112384,33813
24000117,2007,WILLIAMS TOWNSHIP PRE-K,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,47,30,0,0,5,8,17,5 stars,,,,,5.349999905,39.2,0.311441392,0.077112384,33813
24000117,2010,WILLIAMS TOWNSHIP PRE-K,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,47,33,0,0,2,20,11,5 stars,15,7,7,Yes,5.949999809,39.2,0.311441392,0.077112384,33813
24000117,2013,WILLIAMS TOWNSHIP PRE-K,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,47,36,0,0,4,19,13,5 stars,15,7,7,Yes,5.510000229,39.2,0.311441392,0.077112384,33813
24000117,2008,WILLIAMS TOWNSHIP PRE-K,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,47,32,0,0,3,19,10,5 stars,,,,,5.349999905,39.2,0.311441392,0.077112384,33813
24000117,2012,WILLIAMS TOWNSHIP PRE-K,Local public school,Star Rated,3-6,Whiteville,Columbus,Columbus,28472,yes,47,36,0,0,4,15,17,5 stars,15,7,7,Yes,5.949999809,39.2,0.311441392,0.077112384,33813
24000118,2007,TABOR CITY MORE AT FOUR,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,36,35,0,0,0,30,5,5 stars,,,,,5,38.8,0.354958832,0.048314385,25024
24000118,2011,TABOR CITY MORE AT FOUR,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,36,35,0,0,3,19,13,5 stars,15,7,7,Yes,5.679999828,38.8,0.354958832,0.048314385,25024
24000118,2014,TABOR CITY ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,36,36,0,0,3,18,15,5 stars,13,5,7,Yes,5.539999962,38.8,0.354958832,0.048314385,25024
24000118,2013,TABOR CITY ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,36,30,0,0,4,16,10,5 stars,13,5,7,Yes,5.539999962,38.8,0.354958832,0.048314385,25024
24000118,2010,TABOR CITY MORE AT FOUR,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,36,30,0,0,0,23,7,5 stars,15,7,7,Yes,5.679999828,38.8,0.354958832,0.048314385,25024
24000118,2008,TABOR CITY MORE AT FOUR,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,36,27,0,0,0,21,6,5 stars,,,,,5,38.8,0.354958832,0.048314385,25024
24000118,2009,TABOR CITY MORE AT FOUR,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,36,30,0,0,0,23,7,5 stars,15,7,7,Yes,5.679999828,38.8,0.354958832,0.048314385,25024
24000118,2012,TABOR CITY MORE AT FOUR,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,36,30,0,0,3,13,14,5 stars,13,5,7,Yes,5.539999962,38.8,0.354958832,0.048314385,25024
24000119,2013,CHADBOURN ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Chadbourn,Columbus,Columbus,28431,yes,36,30,0,0,2,18,10,5 stars,15,7,7,Yes,5.409999847,35.2,0.358867079,0.014805279,31201
24000119,2007,MORE AT FOUR AT CHADBOURN ELEMENTARY SCHOOL,Local public school,Star Rated,3-6,Chadbourn,Columbus,Columbus,28431,yes,36,33,0,0,3,27,3,5 stars,,,,,5.78000021,35.2,0.358867079,0.014805279,31201
24000119,2009,MORE AT FOUR AT CHADBOURN ELEMENTARY SCHOOL,Local public school,Star Rated,3-6,Chadbourn,Columbus,Columbus,28431,yes,36,33,0,0,3,24,6,5 stars,15,7,7,Yes,5.21999979,35.2,0.358867079,0.014805279,31201
24000119,2010,MORE AT FOUR AT CHADBOURN ELEMENTARY SCHOOL,Local public school,Star Rated,3-6,Chadbourn,Columbus,Columbus,28431,yes,36,33,0,0,3,23,7,5 stars,15,7,7,Yes,5.21999979,35.2,0.358867079,0.014805279,31201
24000119,2008,MORE AT FOUR AT CHADBOURN ELEMENTARY SCHOOL,Local public school,Star Rated,3-6,Chadbourn,Columbus,Columbus,28431,yes,36,27,0,0,1,26,0,5 stars,,,,,5.78000021,35.2,0.358867079,0.014805279,31201
24000119,2011,MORE AT FOUR AT CHADBOURN ELEMENTARY SCHOOL,Local public school,Star Rated,3-6,Chadbourn,Columbus,Columbus,28431,yes,36,36,0,0,4,28,4,5 stars,15,7,7,Yes,5.21999979,35.2,0.358867079,0.014805279,31201
24000119,2012,MORE AT FOUR AT CHADBOURN ELEMENTARY SCHOOL,Local public school,Star Rated,3-6,Chadbourn,Columbus,Columbus,28431,yes,36,34,0,0,3,27,4,5 stars,15,7,7,Yes,5.409999847,35.2,0.358867079,0.014805279,31201
24000119,2014,CHADBOURN ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Chadbourn,Columbus,Columbus,28431,yes,36,30,0,0,2,18,10,5 stars,15,7,7,Yes,5.409999847,35.2,0.358867079,0.014805279,31201
24000121,2012,ACME-DELCO ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Riegelwood,Columbus,Columbus,28456,yes,41,31,0,0,2,21,8,4 stars,10,7,2,Yes,,18.8,0.616076767,0.03959208,40482
24000121,2013,ACME-DELCO ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Riegelwood,Columbus,Columbus,28456,yes,41,34,0,0,4,19,11,4 stars,10,7,2,Yes,,18.8,0.616076767,0.03959208,40482
24000121,2014,ACME-DELCO ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Riegelwood,Columbus,Columbus,28456,yes,41,36,0,0,1,24,11,5 stars,15,7,7,Yes,5.489999771,18.8,0.616076767,0.03959208,40482
24000121,2011,ACME-DELCO ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Riegelwood,Columbus,Columbus,28456,yes,41,33,0,0,3,19,11,4 stars,10,7,2,Yes,,18.8,0.616076767,0.03959208,40482
24000121,2008,ACME-DELCO ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Riegelwood,Columbus,Columbus,28456,yes,41,31,0,0,3,22,6,4 stars,,,,,,18.8,0.616076767,0.03959208,40482
24000121,2007,ACME-DELCO ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Riegelwood,Columbus,Columbus,28456,yes,41,31,0,0,7,23,1,4 stars,,,,,,18.8,0.616076767,0.03959208,40482
24000121,2009,ACME-DELCO ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Riegelwood,Columbus,Columbus,28456,yes,41,33,0,0,3,21,9,4 stars,10,7,2,Yes,,18.8,0.616076767,0.03959208,40482
24000121,2010,ACME-DELCO ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Riegelwood,Columbus,Columbus,28456,yes,41,33,0,0,3,21,9,4 stars,10,7,2,Yes,,18.8,0.616076767,0.03959208,40482
24000122,2007,FAIR BLUFF ELEMENTARY SCHOOL MORE AT FOUR,Local public school,Star Rated,3-6,,Columbus,,,yes,18,13,0,0,0,7,6,5 stars,,,,,,,,,
24000123,2007,BRIGHT STARS CHILD CARE,Independent,Star Rated,0-12,,Columbus,,,no,8,6,2,1,0,0,0,1 star,,,,,,,,,
24000123,2008,BRIGHT STARS CHILD CARE,Independent,Star Rated,0-12,,Columbus,,,no,8,5,1,1,0,1,0,1 star,,,,,,,,,
24000126,2011,TINY HANDS,Independent,Star Rated,0-12,Tabor City,Columbus,Columbus,28463,no,8,7,1,0,2,0,1,1 star,0,0,0,No,0,38.8,0.354958832,0.048314385,25024
24000126,2008,TINY HANDS,Independent,Star Rated,0-12,Tabor City,Columbus,Columbus,28463,no,8,8,2,1,1,0,0,1 star,,,,,,38.8,0.354958832,0.048314385,25024
24000126,2010,TINY HANDS,Independent,Star Rated,0-12,Tabor City,Columbus,Columbus,28463,no,8,8,0,3,1,0,0,1 star,0,0,0,No,0,38.8,0.354958832,0.048314385,25024
24000126,2007,TINY HANDS,Independent,Star Rated,0-12,Tabor City,Columbus,Columbus,28463,no,8,8,2,2,0,0,0,1 star,,,,,,38.8,0.354958832,0.048314385,25024
24000126,2009,TINY HANDS,Independent,Star Rated,0-12,Tabor City,Columbus,Columbus,28463,no,8,6,1,1,0,1,1,1 star,0,0,0,No,0,38.8,0.354958832,0.048314385,25024
24000127,2014,GUIDEWAY ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,18,17,0,0,0,12,5,5 stars,15,7,7,Yes,5.110000134,38.8,0.354958832,0.048314385,25024
24000127,2010,GUIDEWAY ELEMENTARY MORE AT FOUR,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,18,18,0,0,0,13,5,5 stars,15,7,7,Yes,5.489999771,38.8,0.354958832,0.048314385,25024
24000127,2007,GUIDEWAY ELEMENTARY MORE AT FOUR,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,18,18,0,0,0,17,1,5 stars,,,,,4.760000229,38.8,0.354958832,0.048314385,25024
24000127,2011,GUIDEWAY ELEMENTARY MORE AT FOUR,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,18,18,0,0,0,14,4,5 stars,15,7,7,Yes,5.489999771,38.8,0.354958832,0.048314385,25024
24000127,2009,GUIDEWAY ELEMENTARY MORE AT FOUR,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,18,17,0,0,0,15,2,5 stars,13,7,5,Yes,4.760000229,38.8,0.354958832,0.048314385,25024
24000127,2008,GUIDEWAY ELEMENTARY MORE AT FOUR,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,18,17,0,0,0,15,2,5 stars,,,,,4.760000229,38.8,0.354958832,0.048314385,25024
24000127,2013,GUIDEWAY ELEMENTARY PRE-K,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,18,18,0,0,0,14,4,5 stars,15,7,7,Yes,5.110000134,38.8,0.354958832,0.048314385,25024
24000127,2012,GUIDEWAY ELEMENTARY MORE AT FOUR,Local public school,Star Rated,3-6,Tabor City,Columbus,Columbus,28463,yes,18,17,0,0,0,7,10,5 stars,15,7,7,Yes,5.489999771,38.8,0.354958832,0.048314385,25024
24000128,2011,LOVE-MY-KIDS-05,Independent,Star Rated,1-12,Tabor City,Columbus,Columbus,28463,no,8,3,0,1,1,0,0,1 star,0,0,0,No,0,38.8,0.354958832,0.048314385,25024
24000128,2009,LOVE-MY-KIDS-05,Independent,Star Rated,1-12,Tabor City,Columbus,Columbus,28463,no,8,3,0,0,0,1,1,1 star,0,0,0,No,0,38.8,0.354958832,0.048314385,25024
24000128,2007,LOVE-MY-KIDS-05,Independent,Star Rated,1-12,Tabor City,Columbus,Columbus,28463,no,8,3,0,0,0,0,0,1 star,,,,,,38.8,0.354958832,0.048314385,25024
24000128,2010,LOVE-MY-KIDS-05,Independent,Star Rated,1-12,Tabor City,Columbus,Columbus,28463,no,8,2,2,0,0,0,0,1 star,0,0,0,No,0,38.8,0.354958832,0.048314385,25024
24000128,2008,LOVE-MY-KIDS-05,Independent,Star Rated,1-12,Tabor City,Columbus,Columbus,28463,no,8,5,1,1,2,1,0,1 star,,,,,,38.8,0.354958832,0.048314385,25024
24000129,2013,TERRY'S ANGELIC DAY CARE,Independent,Star Rated,0-12,Riegelwood,Columbus,Columbus,28456,no,8,8,0,1,1,3,0,4 stars,10,7,2,Yes,0,18.8,0.616076767,0.03959208,40482
24000129,2009,TERRY'S ANGELIC DAY CARE,Independent,Star Rated,0-12,Riegelwood,Columbus,Columbus,28456,no,8,6,0,1,1,1,1,4 stars,10,7,2,Yes,0,18.8,0.616076767,0.03959208,40482
24000129,2011,TERRY'S ANGELIC DAY CARE,Independent,Star Rated,0-12,Riegelwood,Columbus,Columbus,28456,no,8,10,2,0,0,2,0,4 stars,10,7,2,Yes,0,18.8,0.616076767,0.03959208,40482
24000129,2014,TERRY'S ANGELIC DAY CARE,Independent,Star Rated,0-12,Riegelwood,Columbus,Columbus,28456,no,8,8,0,1,1,3,0,4 stars,10,7,2,Yes,0,18.8,0.616076767,0.03959208,40482
24000129,2008,TERRY'S ANGELIC DAY CARE,Independent,Star Rated,0-12,Riegelwood,Columbus,Columbus,28456,no,8,8,1,2,1,1,0,1 star,,,,,,18.8,0.616076767,0.03959208,40482
