id,year,fname,ftype,license,agerange,city,county,subregion,zip,center_based,capacity,enroll,enroll_1yr,enroll_2yr,enroll_3yr,enroll_4yr,enroll_5yr,QRIS_rating,QRIS_points,QRIS_edu_score,QRIS_pgm_score,QRIS_qual_pt,QRIS_ERS,p_pov,p_black,p_hisp,med_income
00000004,2010,YANCEY COUNTY HEAD START CENTER,Head Start,Star Rated,3-6,Burnsville,Yancey,Yancey,28714,yes,80,80,0,0,14,50,16,4 stars,12,4,7,Yes,5.349999905,30.9,0.011408004,0.049353343,39171
00000004,2009,YANCEY COUNTY HEAD START CENTER,Head Start,Star Rated,3-6,Burnsville,Yancey,Yancey,28714,yes,80,80,0,0,14,50,16,4 stars,12,5,6,Yes,5.539999962,30.9,0.011408004,0.049353343,39171
00000004,2012,YANCEY COUNTY HEAD START CENTER,Head Start,Star Rated,3-6,Burnsville,Yancey,Yancey,28714,yes,80,69,0,2,17,36,14,4 stars,12,4,7,Yes,5.349999905,30.9,0.011408004,0.049353343,39171
00000004,2014,YANCEY COUNTY HEAD START CENTER,Head Start,Star Rated,3-6,Burnsville,Yancey,Yancey,28714,yes,80,68,0,0,11,28,29,5 stars,13,5,7,Yes,5.244999886,30.9,0.011408004,0.049353343,39171
00000004,2007,YANCEY COUNTY HEAD START CENTER,Head Start,Star Rated,3-6,Burnsville,Yancey,Yancey,28714,yes,80,78,0,0,22,42,13,4 stars,,,,,5.539999962,30.9,0.011408004,0.049353343,39171
00000004,2011,YANCEY COUNTY HEAD START CENTER,Head Start,Star Rated,3-6,Burnsville,Yancey,Yancey,28714,yes,80,75,0,0,21,34,20,4 stars,12,4,7,Yes,5.349999905,30.9,0.011408004,0.049353343,39171
00000004,2013,YANCEY COUNTY HEAD START CENTER,Head Start,Star Rated,3-6,Burnsville,Yancey,Yancey,28714,yes,80,80,0,0,18,44,18,5 stars,13,5,7,Yes,5.244999886,30.9,0.011408004,0.049353343,39171
00000004,2008,YANCEY COUNTY HEAD START CENTER,Head Start,Star Rated,3-6,Burnsville,Yancey,Yancey,28714,yes,80,80,0,0,19,48,13,4 stars,,,,,5.539999962,30.9,0.011408004,0.049353343,39171
00000018,2011,KIDZ FIRST CHILD DEVELOPMENT CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,29,32,6,4,9,4,1,3 stars,8,2,6,No,5.309999943,30.9,0.011408004,0.049353343,39171
00000018,2009,KIDZ FIRST CHILD DEVELOPMENT CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,29,26,3,6,2,3,5,3 stars,7,2,5,No,4.885000229,30.9,0.011408004,0.049353343,39171
00000018,2010,KIDZ FIRST CHILD DEVELOPMENT CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,29,23,6,4,3,2,0,3 stars,7,2,5,No,4.885000229,30.9,0.011408004,0.049353343,39171
00000018,2008,KIDZ FIRST CHILD DEVELOPMENT CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,29,30,6,6,6,4,5,3 stars,,,,,4.885000229,30.9,0.011408004,0.049353343,39171
00000018,2007,KIDZ FIRST CHILD DEVELOPMENT CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,29,24,3,4,6,6,1,3 stars,,,,,,30.9,0.011408004,0.049353343,39171
00000020,2008,TINY TOWN CHRISTIAN EDUCATIONAL CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,94,60,9,9,7,6,5,4 stars,,,,,4.860000134,30.9,0.011408004,0.049353343,39171
00000020,2011,TINY TOWN CHRISTIAN EDUCATIONAL CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,29,17,0,0,2,3,0,4 stars,10,5,4,Yes,4.644999981,30.9,0.011408004,0.049353343,39171
00000020,2010,TINY TOWN CHRISTIAN EDUCATIONAL CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,94,31,0,4,5,6,0,4 stars,10,4,5,Yes,4.860000134,30.9,0.011408004,0.049353343,39171
00000020,2009,TINY TOWN CHRISTIAN EDUCATIONAL CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,94,54,6,7,7,6,2,4 stars,10,4,5,Yes,4.860000134,30.9,0.011408004,0.049353343,39171
00000020,2007,TINY TOWN CHRISTIAN EDUCATIONAL CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,62,63,9,9,9,12,1,3 stars,,,,,,30.9,0.011408004,0.049353343,39171
00000026,2008,JESSICA'S FAMILY CHILD CARE HOME,Independent,Star Rated,0-12,,Yancey,,,no,8,6,4,0,0,0,0,1 star,,,,,,,,,
00000026,2007,JESSICA'S FAMILY CHILD CARE HOME,Independent,Star Rated,0-12,,Yancey,,,no,8,3,0,0,0,0,0,1 star,,,,,,,,,
00000028,2007,KIDS HOUSE,Independent,Star Rated,0-12,,Yancey,,,no,8,1,0,1,0,0,0,1 star,,,,,,,,,
00000028,2008,KIDS HOUSE,Independent,Star Rated,0-12,,Yancey,,,no,8,3,0,0,0,0,1,1 star,,,,,,,,,
00000029,2014,GENESIS ACADEMY,Religious sponsored,Notice of Compliance,2-12,Burnsville,Yancey,Yancey,28714,yes,81,75,0,10,13,13,7,No rating,0,,,,,30.9,0.011408004,0.049353343,39171
00000029,2012,GENESIS ACADEMY,Religious sponsored,Notice of Compliance,2-12,Burnsville,Yancey,Yancey,28714,yes,81,54,0,3,12,4,13,No rating,0,,,,,30.9,0.011408004,0.049353343,39171
00000029,2010,GENESIS ACADEMY,Religious sponsored,Notice of Compliance,2-12,Burnsville,Yancey,Yancey,28714,yes,81,36,0,1,7,16,2,No rating,0,,,,,30.9,0.011408004,0.049353343,39171
00000029,2013,GENESIS ACADEMY,Religious sponsored,Notice of Compliance,2-12,Burnsville,Yancey,Yancey,28714,yes,81,75,0,10,13,13,7,No rating,0,,,,,30.9,0.011408004,0.049353343,39171
00000029,2007,GENESIS ACADEMY,Religious sponsored,Notice of Compliance,2-12,Burnsville,Yancey,Yancey,28714,yes,81,28,0,5,2,4,0,No rating,,,,,,30.9,0.011408004,0.049353343,39171
00000029,2009,GENESIS ACADEMY,Religious sponsored,Notice of Compliance,2-12,Burnsville,Yancey,Yancey,28714,yes,81,41,0,4,12,4,4,No rating,0,,,,,30.9,0.011408004,0.049353343,39171
00000029,2008,GENESIS ACADEMY,Religious sponsored,Notice of Compliance,2-12,Burnsville,Yancey,Yancey,28714,yes,81,55,0,8,5,4,6,No rating,,,,,,30.9,0.011408004,0.049353343,39171
00000029,2011,GENESIS ACADEMY,Religious sponsored,Notice of Compliance,2-12,Burnsville,Yancey,Yancey,28714,yes,81,31,0,3,11,7,1,No rating,0,,,,,30.9,0.011408004,0.049353343,39171
00000030,2011,DOODLEBUG'S FCCH,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,no,8,6,0,2,2,1,1,4 stars,10,7,2,Yes,0,30.9,0.011408004,0.049353343,39171
00000030,2007,DOODLEBUG'S FCCH,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,no,8,1,0,0,0,0,0,1 star,,,,,,30.9,0.011408004,0.049353343,39171
00000030,2012,DOODLEBUG'S FCCH,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,no,8,5,1,0,0,2,0,4 stars,10,7,2,Yes,0,30.9,0.011408004,0.049353343,39171
00000030,2009,DOODLEBUG'S FCCH,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,no,8,6,1,2,0,2,1,4 stars,10,7,2,Yes,0,30.9,0.011408004,0.049353343,39171
00000030,2008,DOODLEBUG'S FCCH,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,no,8,4,2,0,0,1,0,4 stars,,,,,,30.9,0.011408004,0.049353343,39171
00000030,2010,DOODLEBUG'S FCCH,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,no,8,6,2,2,1,1,0,4 stars,10,7,2,Yes,0,30.9,0.011408004,0.049353343,39171
00000030,2013,DOODLEBUG'S FCCH,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,no,8,4,3,0,0,0,1,4 stars,10,7,2,Yes,0,30.9,0.011408004,0.049353343,39171
00000030,2014,DOODLEBUG'S FCCH,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,no,8,4,3,0,0,0,1,4 stars,10,7,2,Yes,0,30.9,0.011408004,0.049353343,39171
00000031,2014,BALD CREEK CHILD DEVELOPMENT CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,62,23,3,4,3,9,2,4 stars,12,4,7,Yes,5.215000153,30.9,0.011408004,0.049353343,39171
00000031,2012,BALD CREEK CHILD DEVELOPMENT CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,62,16,1,2,6,6,0,5 stars,13,5,7,Yes,5.440000057,30.9,0.011408004,0.049353343,39171
00000031,2008,BALD CREEK CHILD DEVELOPMENT CENTER,Independent,Temporary,0-12,Burnsville,Yancey,Yancey,28714,yes,62,13,0,0,3,5,0,No rating,,,,,,30.9,0.011408004,0.049353343,39171
00000031,2013,BALD CREEK CHILD DEVELOPMENT CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,62,23,3,4,3,9,2,4 stars,12,4,7,Yes,5.215000153,30.9,0.011408004,0.049353343,39171
00000031,2009,BALD CREEK CHILD DEVELOPMENT CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,62,15,0,2,3,4,1,5 stars,13,5,7,Yes,5.440000057,30.9,0.011408004,0.049353343,39171
00000031,2010,BALD CREEK CHILD DEVELOPMENT CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,62,22,5,1,8,3,5,5 stars,13,5,7,Yes,5.440000057,30.9,0.011408004,0.049353343,39171
00000031,2011,BALD CREEK CHILD DEVELOPMENT CENTER,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,62,18,1,3,3,5,1,5 stars,13,5,7,Yes,5.440000057,30.9,0.011408004,0.049353343,39171
00000032,2014,HOME AWAY FROM HOME,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28740,no,8,2,1,0,0,0,0,3 stars,7,4,2,Yes,0,33.8,0,0.009615385,33177
00000032,2013,HOME AWAY FROM HOME,Independent,Star Rated,0-12,Burnsville,Yancey,Yancey,28740,no,8,0,0,0,0,0,0,1 star,0,0,0,No,0,33.8,0,0.009615385,33177
0005006,2007,JUANITA BODFORD'S FAMILY CHILD CARE HOME,Independent,Star Rated,1-12,,Yancey,,,no,8,8,0,0,4,1,0,2 stars,,,,,,,,,
0055003,2007,BALD CREEK CHILD DEVELOPMENT,Community service agency,Star Rated,0-12,,Yancey,,,yes,62,29,4,6,1,8,0,4 stars,,,,,,,,,
0055004,2007,YANCEY COUNTY CHILD DEVELOPMENT CENTER,Community service agency,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,50,37,5,11,9,7,1,3 stars,,,,,,30.9,0.011408004,0.049353343,39171
0055004,2010,YANCEY COUNTY CHILD DEVELOPMENT CENTER,Community service agency,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,50,21,7,6,5,2,0,4 stars,11,4,6,Yes,5.579999924,30.9,0.011408004,0.049353343,39171
0055004,2008,YANCEY COUNTY CHILD DEVELOPMENT CENTER,Community service agency,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,50,17,4,3,5,3,0,4 stars,,,,,5.579999924,30.9,0.011408004,0.049353343,39171
0055004,2012,YANCEY COUNTY CHILD DEVELOPMENT CENTER,Community service agency,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,50,9,2,2,3,1,0,4 stars,12,4,7,Yes,5.65500021,30.9,0.011408004,0.049353343,39171
0055004,2009,YANCEY COUNTY CHILD DEVELOPMENT CENTER,Community service agency,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,50,24,5,6,4,6,0,4 stars,11,4,6,Yes,5.579999924,30.9,0.011408004,0.049353343,39171
0055004,2013,YANCEY COUNTY CHILD DEVELOPMENT CENTER,Community service agency,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,50,29,4,8,4,5,4,4 stars,12,4,7,Yes,5.65500021,30.9,0.011408004,0.049353343,39171
0055004,2014,YANCEY COUNTY CHILD DEVELOPMENT CENTER,Community service agency,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,50,21,5,3,4,6,1,4 stars,12,4,7,Yes,5.65500021,30.9,0.011408004,0.049353343,39171
0055004,2011,YANCEY COUNTY CHILD DEVELOPMENT CENTER,Community service agency,Star Rated,0-12,Burnsville,Yancey,Yancey,28714,yes,50,17,4,5,3,3,0,4 stars,12,4,7,Yes,5.65500021,30.9,0.011408004,0.049353343,39171
0055005,2008,MTN. HERITAGE PRESCHOOL,Local public school,Star Rated,2-6,Burnsville,Yancey,Yancey,28714,yes,18,19,0,0,6,5,8,5 stars,,,,,5,30.9,0.011408004,0.049353343,39171
0055005,2007,MTN. HERITAGE PRESCHOOL,Local public school,Star Rated,2-6,Burnsville,Yancey,Yancey,28714,yes,18,18,0,0,5,12,1,5 stars,,,,,5,30.9,0.011408004,0.049353343,39171
0055005,2009,MTN. HERITAGE PRESCHOOL,Local public school,Star Rated,2-6,Burnsville,Yancey,Yancey,28714,yes,18,12,0,0,3,8,1,5 stars,13,5,7,Yes,5.860000134,30.9,0.011408004,0.049353343,39171
0055005,2012,MTN. HERITAGE PRESCHOOL,Local public school,Star Rated,2-6,Burnsville,Yancey,Yancey,28714,yes,18,14,0,0,3,10,1,5 stars,13,5,7,Yes,5.860000134,30.9,0.011408004,0.049353343,39171
0055005,2013,MTN. HERITAGE PRESCHOOL,Local public school,Star Rated,2-6,Burnsville,Yancey,Yancey,28714,yes,18,17,0,0,3,5,9,5 stars,15,7,7,Yes,5.460000038,30.9,0.011408004,0.049353343,39171
0055005,2014,MTN. HERITAGE PRESCHOOL,Local public school,Star Rated,2-6,Burnsville,Yancey,Yancey,28714,yes,18,19,0,0,3,11,5,5 stars,15,7,7,Yes,5.460000038,30.9,0.011408004,0.049353343,39171
0055005,2010,MTN. HERITAGE PRESCHOOL,Local public school,Star Rated,2-6,Burnsville,Yancey,Yancey,28714,yes,18,19,0,0,9,5,5,5 stars,13,5,7,Yes,5.860000134,30.9,0.011408004,0.049353343,39171
0055005,2011,MTN. HERITAGE PRESCHOOL,Local public school,Star Rated,2-6,Burnsville,Yancey,Yancey,28714,yes,18,26,0,0,7,10,9,5 stars,13,5,7,Yes,5.860000134,30.9,0.011408004,0.049353343,39171
01000006,2014,MUMS WEEKDAY SCHOOL,Religious sponsored,Star Rated,0-12,Mebane,Alamance,Alamance,27302,yes,135,115,7,13,14,18,1,3 stars,7,5,1,Yes,,17.5,0.21568279,0.085264988,52586
01000006,2011,MUMS WEEKDAY SCHOOL,Religious sponsored,Star Rated,0-12,Mebane,Alamance,Alamance,27302,yes,135,124,7,11,11,20,9,3 stars,7,5,1,Yes,,17.5,0.21568279,0.085264988,52586
01000006,2010,MUMS WEEKDAY SCHOOL,Religious sponsored,Star Rated,0-12,Mebane,Alamance,Alamance,27302,yes,135,118,9,9,14,21,2,3 stars,7,5,1,Yes,,17.5,0.21568279,0.085264988,52586
01000006,2009,MUMS WEEKDAY SCHOOL,Religious sponsored,Star Rated,0-12,Mebane,Alamance,Alamance,27302,yes,135,105,8,14,16,10,5,3 stars,7,5,1,Yes,,17.5,0.21568279,0.085264988,52586
01000006,2012,MUMS WEEKDAY SCHOOL,Religious sponsored,Star Rated,0-12,Mebane,Alamance,Alamance,27302,yes,135,113,9,12,13,14,6,3 stars,7,5,1,Yes,,17.5,0.21568279,0.085264988,52586
01000006,2013,MUMS WEEKDAY SCHOOL,Religious sponsored,Star Rated,0-12,Mebane,Alamance,Alamance,27302,yes,135,115,7,13,14,18,1,3 stars,7,5,1,Yes,,17.5,0.21568279,0.085264988,52586
01000006,2008,MUMS WEEKDAY SCHOOL,Religious sponsored,Star Rated,0-12,Mebane,Alamance,Alamance,27302,yes,135,83,8,16,10,27,1,3 stars,,,,,,17.5,0.21568279,0.085264988,52586
01000006,2007,MUMS WEEKDAY SCHOOL,Religious sponsored,Star Rated,0-12,Mebane,Alamance,Alamance,27302,yes,135,47,7,5,17,18,0,3 stars,,,,,,17.5,0.21568279,0.085264988,52586
01000007,2007,PALMER LEIGH SMALL WORLD EDUCATION/PLAY,Independent,Star Rated,0-12,,Alamance,,,yes,29,8,2,1,2,1,0,1 star,,,,,,,,,
01000007,2008,PALMER LEIGH SMALL WORLD EDUCATION/PLAY,Independent,Star Rated,0-12,,Alamance,,,yes,29,3,0,1,0,2,0,1 star,,,,,,,,,
01000009,2007,CHERYL PULLIAM DAY CARE HOME,Independent,Star Rated,0-11,,Alamance,,,no,8,8,0,2,0,3,1,1 star,,,,,,,,,
01000009,2008,CHERYL PULLIAM DAY CARE HOME,Independent,Star Rated,0-11,,Alamance,,,no,8,7,0,1,1,0,1,1 star,,,,,,,,,
01000013,2008,STEP BY STEP CHILD CARE,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,62,62,13,11,15,3,15,2 stars,,,,,,31,0.323330879,0.172811851,33375
01000013,2009,STEP BY STEP CHILD CARE,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,62,53,9,10,15,10,3,2 stars,4,1,2,Yes,,31,0.323330879,0.172811851,33375
01000013,2007,STEP BY STEP CHILD CARE,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,62,56,6,13,16,13,0,2 stars,,,,,,31,0.323330879,0.172811851,33375
01000013,2010,STEP BY STEP CHILD CARE,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,62,57,8,7,17,13,5,2 stars,4,1,2,Yes,,31,0.323330879,0.172811851,33375
01000013,2011,STEP BY STEP CHILD CARE,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,62,49,10,13,4,14,3,2 stars,5,2,2,Yes,,31,0.323330879,0.172811851,33375
01000028,2013,PATRICIA FILYAW DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,9,3,0,1,1,1,1 star,0,0,0,No,0,25,0.15073657,0.081270769,43311
01000028,2008,PATRICIA FILYAW DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,7,1,1,2,1,0,1 star,,,,,,25,0.15073657,0.081270769,43311
01000028,2009,PATRICIA FILYAW DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,7,0,1,1,2,1,1 star,0,0,0,No,0,25,0.15073657,0.081270769,43311
01000028,2010,PATRICIA FILYAW DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,8,0,0,2,0,2,1 star,0,0,0,No,0,25,0.15073657,0.081270769,43311
01000028,2014,PATRICIA FILYAW DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,12,1,4,0,1,0,1 star,0,0,0,No,0,25,0.15073657,0.081270769,43311
01000028,2012,PATRICIA FILYAW DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,8,0,1,1,2,0,1 star,0,0,0,No,0,25,0.15073657,0.081270769,43311
01000028,2011,PATRICIA FILYAW DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,8,1,1,0,1,0,1 star,0,0,0,No,0,25,0.15073657,0.081270769,43311
01000028,2007,PATRICIA FILYAW DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,9,1,3,2,0,0,1 star,,,,,,25,0.15073657,0.081270769,43311
01000044,2013,CHILDREN'S HOUSE MONTESSORI SCHOOL,Independent,Star Rated,1-12,Burlington,Alamance,Alamance,27215,yes,89,50,0,7,8,12,8,3 stars,7,4,3,No,5.010000229,25,0.15073657,0.081270769,43311
01000044,2011,CHILDREN'S HOUSE MONTESSORI SCHOOL,Independent,Star Rated,1-12,Burlington,Alamance,Alamance,27215,yes,89,61,0,11,14,18,6,3 stars,7,4,2,Yes,,25,0.15073657,0.081270769,43311
01000044,2009,CHILDREN'S HOUSE MONTESSORI SCHOOL,Independent,Star Rated,2-12,Burlington,Alamance,Alamance,27215,yes,89,46,0,9,10,15,5,3 stars,9,6,2,Yes,,25,0.15073657,0.081270769,43311
01000044,2010,CHILDREN'S HOUSE MONTESSORI SCHOOL,Independent,Star Rated,1-12,Burlington,Alamance,Alamance,27215,yes,89,57,1,12,12,16,6,3 stars,7,4,2,Yes,,25,0.15073657,0.081270769,43311
01000044,2014,CHILDREN'S HOUSE MONTESSORI SCHOOL,Independent,Star Rated,1-12,Burlington,Alamance,Alamance,27215,yes,89,50,0,7,8,12,8,3 stars,7,4,3,No,5.010000229,25,0.15073657,0.081270769,43311
01000044,2008,CHILDREN'S HOUSE MONTESSORI SCHOOL,Independent,Star Rated,2-12,Burlington,Alamance,Alamance,27215,yes,89,45,0,8,10,15,3,3 stars,,,,,,25,0.15073657,0.081270769,43311
01000044,2012,CHILDREN'S HOUSE MONTESSORI SCHOOL,Independent,Star Rated,1-12,Burlington,Alamance,Alamance,27215,yes,89,62,0,8,18,16,6,3 stars,7,4,2,Yes,,25,0.15073657,0.081270769,43311
01000044,2007,CHILDREN'S HOUSE MONTESSORI SCHOOL,Independent,Star Rated,2-12,Burlington,Alamance,Alamance,27215,yes,29,29,0,5,10,9,3,3 stars,,,,,,25,0.15073657,0.081270769,43311
01000047,2009,EVAN'S PLACE,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,5,0,0,0,1,0,3 stars,9,6,2,Yes,0,25,0.15073657,0.081270769,43311
01000047,2007,EVAN'S PLACE,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,4,0,0,1,0,0,3 stars,,,,,,25,0.15073657,0.081270769,43311
01000047,2008,EVAN'S PLACE,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,6,0,0,0,2,0,3 stars,,,,,,25,0.15073657,0.081270769,43311
01000050,2011,JEANETTE BEAUDET DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,7,0,2,1,1,0,1 star,2,1,1,No,0,25,0.15073657,0.081270769,43311
01000050,2009,JEANETTE BEAUDET DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,9,1,1,3,0,1,1 star,2,1,1,No,0,25,0.15073657,0.081270769,43311
01000050,2013,JEANETTE BEAUDET DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,6,0,5,0,0,0,1 star,2,1,1,No,0,25,0.15073657,0.081270769,43311
01000050,2007,JEANETTE BEAUDET DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,8,2,0,2,0,1,1 star,,,,,,25,0.15073657,0.081270769,43311
01000050,2010,JEANETTE BEAUDET DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,7,1,1,0,3,0,1 star,2,1,1,No,0,25,0.15073657,0.081270769,43311
01000050,2008,JEANETTE BEAUDET DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,8,0,3,0,2,0,1 star,,,,,,25,0.15073657,0.081270769,43311
01000050,2014,JEANETTE BEAUDET DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,6,0,5,0,0,0,1 star,2,1,1,No,0,25,0.15073657,0.081270769,43311
01000050,2012,JEANETTE BEAUDET DAY CARE HOME,Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,no,8,5,4,0,0,0,0,1 star,2,1,1,No,0,25,0.15073657,0.081270769,43311
01000093,2014,LAMPLIGHT LOVING CARE,Religious sponsored,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,50,21,0,0,0,2,3,5 stars,13,5,7,Yes,5.063333511,31,0.323330879,0.172811851,33375
01000093,2009,LAMPLIGHT LOVING CARE,Religious sponsored,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,58,39,3,4,9,2,0,4 stars,10,4,5,Yes,4.943333149,31,0.323330879,0.172811851,33375
01000093,2007,LAMPLIGHT LOVING CARE,Religious sponsored,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,58,21,0,8,4,9,0,4 stars,,,,,,31,0.323330879,0.172811851,33375
01000093,2013,LAMPLIGHT LOVING CARE,Religious sponsored,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,50,25,0,0,3,3,1,5 stars,13,5,7,Yes,5.063333511,31,0.323330879,0.172811851,33375
01000093,2008,LAMPLIGHT LOVING CARE,Religious sponsored,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,58,51,0,7,7,5,5,4 stars,,,,,4.943333149,31,0.323330879,0.172811851,33375
01000093,2010,LAMPLIGHT LOVING CARE,Religious sponsored,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,50,30,1,4,4,3,2,4 stars,10,4,5,Yes,4.943333149,31,0.323330879,0.172811851,33375
01000093,2012,LAMPLIGHT LOVING CARE,Religious sponsored,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,50,24,0,1,1,4,0,5 stars,13,5,7,Yes,5.063333511,31,0.323330879,0.172811851,33375
01000093,2011,LAMPLIGHT LOVING CARE,Religious sponsored,Star Rated,0-12,Burlington,Alamance,Alamance,27217,yes,50,35,3,4,7,2,0,5 stars,13,5,7,Yes,5.063333511,31,0.323330879,0.172811851,33375
01000097,2007,ROGERS-MCBROOM T.L.C. HOME CARE,Independent,Star Rated,0-12,,Alamance,,,no,8,7,3,0,1,1,0,4 stars,,,,,,,,,
01000106,2007,"BOYS-N-GIRLS LEARNING CENTER, INC.",Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,yes,45,35,5,10,4,1,1,2 stars,,,,,,25,0.15073657,0.081270769,43311
01000106,2012,"BOYS-N-GIRLS LEARNING CENTER, INC.",Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,yes,45,36,5,7,2,3,0,3 stars,7,4,2,Yes,,25,0.15073657,0.081270769,43311
01000106,2011,"BOYS-N-GIRLS LEARNING CENTER, INC.",Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,yes,45,38,4,5,5,6,0,3 stars,7,4,2,Yes,,25,0.15073657,0.081270769,43311
01000106,2009,"BOYS-N-GIRLS LEARNING CENTER, INC.",Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,yes,45,27,6,8,4,5,2,2 stars,5,3,2,No,,25,0.15073657,0.081270769,43311
01000106,2013,"BOYS-N-GIRLS LEARNING CENTER, INC.",Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,yes,45,26,1,3,3,2,0,3 stars,7,4,2,Yes,,25,0.15073657,0.081270769,43311
01000106,2008,"BOYS-N-GIRLS LEARNING CENTER, INC.",Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,yes,45,30,7,1,7,3,0,2 stars,,,,,,25,0.15073657,0.081270769,43311
01000106,2010,"BOYS-N-GIRLS LEARNING CENTER, INC.",Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,yes,45,32,2,3,4,5,1,2 stars,5,3,2,No,,25,0.15073657,0.081270769,43311
01000106,2014,"BOYS-N-GIRLS LEARNING CENTER, INC.",Independent,Star Rated,0-12,Burlington,Alamance,Alamance,27215,yes,45,26,1,3,3,2,0,3 stars,7,4,2,Yes,,25,0.15073657,0.081270769,43311
